step,generator,discriminator
0,41.41880416870117,0.7123109698295593
1,34.742828369140625,1.0449631214141846
2,31.89027214050293,0.7657144069671631
3,27.248851776123047,0.7240001559257507
4,23.98052978515625,0.7177537679672241
5,23.68873405456543,0.7001419067382812
6,21.791833877563477,0.6948883533477783
7,20.666667938232422,0.6941523551940918
8,19.925933837890625,0.6939567923545837
9,18.442913055419922,0.696681022644043
10,17.972511291503906,0.6962293982505798
11,17.495485305786133,0.6932588815689087
12,17.195924758911133,0.6876605749130249
13,16.841922760009766,0.6930928230285645
14,16.424453735351562,0.6863999366760254
15,16.487510681152344,0.6852186918258667
16,14.652887344360352,0.6764110922813416
17,14.114665031433105,0.6753453016281128
18,13.811694145202637,0.6728919148445129
19,14.403864860534668,0.6689640283584595
20,13.94306468963623,0.7024885416030884
21,14.026714324951172,0.6937467455863953
22,12.947761535644531,0.6858003735542297
23,12.185192108154297,0.687633752822876
24,12.381303787231445,0.6715128421783447
25,11.98698616027832,0.6633177995681763
26,12.032278060913086,0.6531180143356323
27,11.838796615600586,0.6488100290298462
28,12.020753860473633,0.6569794416427612
29,11.260514259338379,0.6317574381828308
30,11.367767333984375,0.6461957693099976
31,11.397862434387207,0.6383894085884094
32,11.361604690551758,0.6157724857330322
33,10.687554359436035,0.6356340646743774
34,10.26343822479248,0.6589305400848389
35,10.127799987792969,0.689198911190033
36,10.318401336669922,0.6798978447914124
37,10.153602600097656,0.6912252306938171
38,10.447287559509277,0.6987780332565308
39,9.727287292480469,0.660689115524292
40,10.06180191040039,0.6557995080947876
41,9.706229209899902,0.6331292986869812
42,9.530129432678223,0.6254598498344421
43,9.880650520324707,0.6291943788528442
44,9.862895965576172,0.6114963889122009
45,9.700766563415527,0.6436904072761536
46,9.444207191467285,0.6151890158653259
47,9.32022476196289,0.6163539886474609
48,9.22713851928711,0.6088550686836243
49,8.564906120300293,0.570389986038208
50,9.526610374450684,0.5913535356521606
51,8.977041244506836,0.5688861608505249
52,9.393043518066406,0.5973939299583435
53,9.107467651367188,0.602280855178833
54,9.307647705078125,0.6189277172088623
55,9.006912231445312,0.6269323825836182
56,9.130791664123535,0.6277550458908081
57,8.874218940734863,0.5861803889274597
58,8.804841041564941,0.5676541328430176
59,8.709053039550781,0.5609371662139893
60,8.7479829788208,0.5238685011863708
61,8.354328155517578,0.6627780199050903
62,9.525318145751953,0.5919898152351379
63,9.126504898071289,0.6492694020271301
64,8.276333808898926,0.7290167808532715
65,9.04505443572998,0.6674730181694031
66,8.99242115020752,0.6752610802650452
67,8.400776863098145,0.6230831146240234
68,8.738436698913574,0.5816459655761719
69,8.882950782775879,0.5978889465332031
70,8.68085765838623,0.6118029952049255
71,8.66035270690918,0.6103091239929199
72,8.188647270202637,0.5947027802467346
73,8.489069938659668,0.6304700374603271
74,8.44592571258545,0.6647206544876099
75,8.625642776489258,0.5980728268623352
76,8.406737327575684,0.602326512336731
77,8.529946327209473,0.577999472618103
78,8.84755802154541,0.5847021341323853
79,8.266240119934082,0.6012661457061768
80,8.830963134765625,0.6078753471374512
81,8.659629821777344,0.6041794419288635
82,7.998620986938477,0.5733332633972168
83,8.422704696655273,0.5884493589401245
84,8.102777481079102,0.6385121941566467
85,8.139816284179688,0.5682493448257446
86,8.63007926940918,0.5795621871948242
87,8.232888221740723,0.6202712059020996
88,8.477619171142578,0.595314621925354
89,8.087702751159668,0.5672017335891724
90,8.417771339416504,0.5577661991119385
91,8.473960876464844,0.5045626163482666
92,8.667490005493164,0.5090811848640442
93,7.979506015777588,0.517828106880188
94,8.566624641418457,0.5749773383140564
95,8.51988410949707,0.5658344030380249
96,8.57044792175293,0.5801595449447632
97,8.235424995422363,0.543713390827179
98,8.218347549438477,0.5399681925773621
99,8.357599258422852,0.5163735747337341
100,8.432660102844238,0.5639938116073608
101,8.294440269470215,0.6248340606689453
102,8.210652351379395,0.6086412668228149
103,8.348464012145996,0.5739541053771973
104,8.12766170501709,0.5686488747596741
105,7.774262428283691,0.5635559558868408
106,8.095669746398926,0.5350979566574097
107,8.047059059143066,0.5337921380996704
108,8.012700080871582,0.5513567328453064
109,8.270153999328613,0.5388047695159912
110,8.255407333374023,0.5302301645278931
111,7.582954406738281,0.6031616926193237
112,8.06251049041748,0.5749369263648987
113,8.373322486877441,0.5505472421646118
114,8.333523750305176,0.5221583843231201
115,8.150940895080566,0.47776132822036743
116,7.766619682312012,0.48359668254852295
117,8.836071014404297,0.5284960865974426
118,7.96378755569458,0.49208128452301025
119,8.448246955871582,0.48010122776031494
120,7.851947784423828,0.4597926139831543
121,8.153714179992676,0.5071520805358887
122,8.68853759765625,0.5503379106521606
123,8.080232620239258,0.545732855796814
124,8.032121658325195,0.5948787927627563
125,7.978190898895264,0.5962005853652954
126,7.626879692077637,0.5363467335700989
127,8.114541053771973,0.48447978496551514
128,8.183574676513672,0.4979945123195648
129,8.068283081054688,0.5199862718582153
130,8.188676834106445,0.48346543312072754
131,7.9301605224609375,0.4896036982536316
132,8.246007919311523,0.4962025582790375
133,7.925447463989258,0.5084495544433594
134,7.836882591247559,0.6226693391799927
135,8.061100959777832,0.5557684898376465
136,8.13360595703125,0.5150805711746216
137,8.416293144226074,0.49420350790023804
138,7.679235458374023,0.4818372130393982
139,7.951103210449219,0.48386701941490173
140,8.003060340881348,0.46638408303260803
141,8.245441436767578,0.487704873085022
