step,loss
0,0.3276345133781433
1,0.28032001852989197
2,0.26240140199661255
3,0.20247319340705872
4,0.15823373198509216
5,0.10372411459684372
6,0.09256890416145325
7,0.1085020899772644
8,0.1271950602531433
9,0.11631403863430023
10,0.11789652705192566
11,0.10464902967214584
12,0.10700225830078125
13,0.10073155164718628
14,0.09146711230278015
15,0.08496187627315521
16,0.08286209404468536
17,0.09083729982376099
18,0.09461726993322372
19,0.08915695548057556
20,0.09309357404708862
21,0.08436676114797592
22,0.08729259669780731
23,0.08099402487277985
24,0.08963435143232346
25,0.08238890022039413
26,0.08466308563947678
27,0.08089315891265869
28,0.08533623069524765
29,0.08297108113765717
30,0.07802258431911469
31,0.08451081812381744
32,0.076126828789711
33,0.08299563825130463
34,0.07595939189195633
35,0.07766765356063843
36,0.08279499411582947
37,0.0825287327170372
38,0.07600618153810501
39,0.08251304924488068
40,0.07862970978021622
41,0.07501547783613205
42,0.07347649335861206
43,0.07479610294103622
44,0.0788085013628006
45,0.07665292918682098
46,0.07694803923368454
47,0.07598131895065308
48,0.07535293698310852
49,0.07045752555131912
50,0.07357880473136902
51,0.07769255340099335
52,0.07319877296686172
53,0.073967844247818
54,0.07308216392993927
55,0.06702901422977448
56,0.0719880610704422
57,0.07129581272602081
58,0.0685184895992279
59,0.0691133588552475
60,0.06854415684938431
61,0.07109446823596954
62,0.07125967741012573
63,0.06998326629400253
64,0.07232754677534103
65,0.07042244076728821
66,0.0691891759634018
67,0.06700949370861053
68,0.06863574683666229
69,0.0622149333357811
70,0.0702252984046936
71,0.06536700576543808
72,0.0673355907201767
73,0.06590354442596436
74,0.07168981432914734
75,0.06829246133565903
76,0.06295106559991837
77,0.06831281632184982
78,0.06792046129703522
79,0.06490897387266159
80,0.06747178733348846
81,0.0628611296415329
82,0.06988359987735748
83,0.07086998224258423
84,0.06445424258708954
85,0.06934778392314911
86,0.06415747106075287
87,0.0643751248717308
88,0.07207410037517548
89,0.06778233498334885
90,0.06192759796977043
91,0.06453585624694824
92,0.0629398301243782
93,0.06268716603517532
94,0.06594142317771912
95,0.06450437754392624
96,0.06338892132043839
97,0.06887562572956085
98,0.0634419322013855
99,0.06639190018177032
100,0.061901967972517014
101,0.06558004021644592
102,0.06900518387556076
103,0.06053425371646881
104,0.06643181294202805
105,0.06704314798116684
106,0.06421871483325958
107,0.06184517592191696
108,0.06283608078956604
109,0.0597158819437027
110,0.06310742348432541
111,0.062398940324783325
112,0.06485772132873535
113,0.05982137471437454
114,0.06555411219596863
115,0.06276875734329224
116,0.06323537230491638
117,0.06068044155836105
118,0.06055029481649399
119,0.06375747174024582
120,0.06382113695144653
121,0.06181725859642029
122,0.0632488876581192
123,0.06287571042776108
124,0.0635707899928093
125,0.0632207840681076
126,0.058156371116638184
127,0.06940092146396637
128,0.06047314405441284
129,0.06143225356936455
130,0.059636861085891724
131,0.0652281790971756
132,0.06686869263648987
133,0.058664508163928986
134,0.06046007201075554
135,0.060573212802410126
136,0.05767320096492767
137,0.05929085239768028
138,0.060021184384822845
139,0.05824480950832367
140,0.06272205710411072
141,0.060336168855428696
142,0.06002459675073624
143,0.06376199424266815
144,0.06135498732328415
145,0.05939989537000656
146,0.054153308272361755
147,0.06268748641014099
148,0.05784328281879425
149,0.05928925424814224
150,0.05785447359085083
151,0.06052260845899582
152,0.059555359184741974
153,0.059149112552404404
154,0.05601324886083603
155,0.05931904539465904
156,0.057035356760025024
157,0.06008003652095795
158,0.05913923308253288
159,0.06570751965045929
160,0.06173360347747803
161,0.05875395983457565
162,0.06226005405187607
163,0.05963040888309479
164,0.05583216995000839
165,0.057523854076862335
166,0.05655434727668762
167,0.059784647077322006
168,0.06294835358858109
169,0.05600609630346298
170,0.0566859245300293
171,0.062490563839673996
172,0.05803371220827103
173,0.06304753571748734
174,0.060543280094861984
175,0.06027930974960327
176,0.06378822773694992
177,0.05859288573265076
178,0.06576760113239288
179,0.058203041553497314
180,0.06247628480195999
181,0.055121228098869324
182,0.0628858208656311
183,0.05821698158979416
184,0.060731999576091766
185,0.05717359110713005
186,0.07033199816942215
187,0.059914909303188324
188,0.06732296943664551
189,0.05772365629673004
190,0.06722211837768555
191,0.058001559227705
192,0.06952548772096634
193,0.06337243318557739
194,0.05907335877418518
195,0.06310241669416428
196,0.06054049730300903
197,0.06095684692263603
198,0.06262445449829102
199,0.06506849080324173
200,0.06528253853321075
201,0.06135403737425804
202,0.06033908575773239
203,0.06967662274837494
204,0.059567641466856
205,0.06027453392744064
206,0.06070706248283386
207,0.060469090938568115
208,0.060418903827667236
209,0.056471552699804306
210,0.058751367032527924
211,0.057305946946144104
212,0.05780826136469841
213,0.059677980840206146
214,0.06272538006305695
215,0.06068497151136398
216,0.05638490244746208
217,0.0641879066824913
218,0.05853191018104553
219,0.05741297826170921
220,0.060326479375362396
221,0.060519978404045105
222,0.05492819845676422
223,0.06147020310163498
224,0.05860453099012375
225,0.06179804727435112
226,0.06060555577278137
227,0.0559418611228466
228,0.05941852182149887
229,0.06213553994894028
230,0.06094104051589966
231,0.06143295019865036
232,0.06070158630609512
233,0.05937204882502556
234,0.05636189132928848
235,0.05841364711523056
236,0.05917006731033325
237,0.057231463491916656
238,0.05618952214717865
239,0.0605195090174675
240,0.05622358247637749
241,0.049203045666217804
242,0.05646827816963196
243,0.05700930580496788
244,0.05429565906524658
245,0.05874371528625488
246,0.05960571765899658
247,0.05899622291326523
248,0.05682028830051422
249,0.05664600059390068
250,0.05600981041789055
251,0.05912023410201073
252,0.05592188984155655
253,0.058346763253211975
254,0.05632450431585312
255,0.06154699623584747
256,0.055627353489398956
257,0.05565397068858147
258,0.05340775474905968
259,0.05795079469680786
260,0.05735809728503227
261,0.057107578963041306
262,0.05339730903506279
263,0.055119119584560394
264,0.05600415915250778
265,0.06097935140132904
266,0.05491507053375244
267,0.059655364602804184
268,0.06253647804260254
269,0.057212721556425095
270,0.05650769919157028
271,0.060498446226119995
272,0.0549626462161541
273,0.058183543384075165
274,0.05429932475090027
275,0.058777473866939545
276,0.05703631043434143
277,0.05659918114542961
278,0.06129750609397888
279,0.05485622212290764
280,0.05480428785085678
281,0.057286374270915985
282,0.05655502900481224
283,0.05827408656477928
284,0.05795779451727867
285,0.05880238115787506
286,0.059069328010082245
287,0.05525780841708183
288,0.05513184517621994
289,0.05910935252904892
290,0.062122225761413574
291,0.05564483627676964
292,0.0588999018073082
293,0.059019964188337326
294,0.05634455010294914
295,0.058182068169116974
296,0.058128975331783295
297,0.05556648224592209
298,0.06238555163145065
299,0.05936247855424881
300,0.05542270839214325
301,0.05908802151679993
302,0.05538172274827957
303,0.056528933346271515
304,0.058543018996715546
305,0.05169999599456787
306,0.05778881534934044
307,0.05854956433176994
308,0.05611075088381767
309,0.052000742405653
310,0.059591144323349
311,0.05838480591773987
312,0.056082576513290405
313,0.05731978639960289
314,0.05521531030535698
315,0.05399789661169052
316,0.05294682830572128
317,0.05874348431825638
318,0.061359815299510956
319,0.05628384277224541
320,0.054256610572338104
321,0.06202098727226257
322,0.05615375563502312
323,0.056679464876651764
324,0.05586805194616318
325,0.05622527003288269
326,0.053174711763858795
327,0.0510498583316803
328,0.05009608715772629
329,0.05428869277238846
330,0.05348668992519379
331,0.052072763442993164
332,0.05676628649234772
333,0.05293161794543266
334,0.05279466509819031
335,0.05464101582765579
336,0.056822292506694794
337,0.05191813036799431
338,0.059999000281095505
339,0.05498917028307915
340,0.0550549142062664
341,0.05477725714445114
342,0.06219492852687836
343,0.05468371510505676
344,0.057741157710552216
345,0.05763435363769531
346,0.05544692277908325
347,0.05550215765833855
348,0.05697270855307579
349,0.059499721974134445
350,0.05913504213094711
351,0.05412938818335533
352,0.05244329571723938
353,0.05781026929616928
354,0.0529053770005703
355,0.05933055281639099
356,0.05907919630408287
357,0.056499581784009933
358,0.060149796307086945
359,0.056262802332639694
360,0.05638517066836357
361,0.05542195960879326
362,0.05413994938135147
363,0.05943866819143295
364,0.0532708577811718
365,0.058060165494680405
366,0.054693058133125305
367,0.05437909811735153
368,0.05234089493751526
369,0.05930359289050102
370,0.05394158884882927
371,0.05691703408956528
372,0.05166856572031975
373,0.053832393139600754
374,0.05368238314986229
375,0.05312785506248474
376,0.055046260356903076
377,0.05535023659467697
378,0.051882144063711166
379,0.05609789490699768
380,0.05632823705673218
381,0.052035391330718994
382,0.054451070725917816
383,0.05292734503746033
384,0.05656050890684128
385,0.05596107244491577
386,0.053200893104076385
387,0.0560973584651947
388,0.05207311362028122
389,0.05419231206178665
390,0.05477195233106613
391,0.056085288524627686
392,0.05170387029647827
393,0.05527947470545769
394,0.05124726891517639
395,0.06031014770269394
396,0.0647864043712616
397,0.05694219470024109
398,0.055419616401195526
399,0.054459404200315475
400,0.05453925579786301
401,0.054517995566129684
402,0.053237758576869965
403,0.05310514196753502
404,0.058803290128707886
405,0.057467006146907806
406,0.056772083044052124
407,0.05489330738782883
408,0.05476399511098862
409,0.05390208214521408
410,0.05178716033697128
411,0.051844917237758636
412,0.05878418684005737
413,0.05639945715665817
414,0.05739227682352066
415,0.052701737731695175
416,0.05488869547843933
417,0.051973700523376465
418,0.05153254419565201
419,0.05213291570544243
420,0.053021810948848724
421,0.05333125218749046
422,0.051518283784389496
423,0.05571827292442322
424,0.05468977987766266
425,0.05665028095245361
426,0.0529194176197052
427,0.05538394674658775
428,0.050358887761831284
429,0.05183188617229462
430,0.05305603891611099
431,0.0553203821182251
432,0.05374017357826233
433,0.04950344190001488
434,0.05637602135539055
435,0.05166339874267578
436,0.05166277289390564
437,0.050558775663375854
438,0.05383085831999779
439,0.05421394854784012
440,0.05561303347349167
441,0.04858832806348801
442,0.0584438256919384
443,0.047535937279462814
444,0.05656502768397331
445,0.052418358623981476
446,0.05264059826731682
447,0.05598106235265732
448,0.05392881855368614
449,0.052260056138038635
450,0.055148523300886154
451,0.04965173453092575
452,0.056873299181461334
453,0.05646657943725586
454,0.049790166318416595
