step,generator,discriminator
0,37.067256927490234,0.7137102484703064
1,32.52549743652344,0.9100387096405029
2,29.29694938659668,0.9077670574188232
3,26.205917358398438,1.0317518711090088
4,22.187265396118164,0.8259848356246948
5,22.050323486328125,0.7519728541374207
6,20.353294372558594,0.7435487508773804
7,19.560163497924805,0.7150067687034607
8,18.14681053161621,0.70308518409729
9,16.837108612060547,0.7008242607116699
10,16.41720962524414,0.7000488042831421
11,15.4149169921875,0.7011222839355469
12,13.998046875,0.707715630531311
13,14.603906631469727,0.6951696872711182
14,14.044139862060547,0.6871343851089478
15,13.496208190917969,0.6854248046875
16,12.764434814453125,0.6874933838844299
17,13.025360107421875,0.6751229763031006
18,12.226669311523438,0.662122368812561
19,12.252378463745117,0.6961647272109985
20,12.092168807983398,0.6659061908721924
21,11.643534660339355,0.6595984697341919
22,11.051379203796387,0.618535041809082
23,10.676732063293457,0.7069184184074402
24,10.60472583770752,0.6566075682640076
25,10.488933563232422,0.6466528177261353
26,9.95921516418457,0.6184764504432678
27,10.105862617492676,0.6038528680801392
28,10.439956665039062,0.6507678627967834
29,9.992158889770508,0.5963464975357056
30,9.881153106689453,0.6452382206916809
31,9.687182426452637,0.6655606031417847
32,9.373876571655273,0.6432443261146545
33,9.298357009887695,0.624702513217926
34,9.023117065429688,0.6054380536079407
35,9.4374418258667,0.562446653842926
36,8.363310813903809,0.6046605110168457
37,9.053050994873047,0.528016209602356
38,8.886777877807617,0.5266912579536438
39,8.8215913772583,0.4941193461418152
40,8.837039947509766,0.536766767501831
41,8.52513313293457,0.6426358222961426
42,8.658670425415039,0.5123753547668457
43,8.088094711303711,0.5644856691360474
44,8.82703685760498,0.502305805683136
45,8.412920951843262,0.6181043386459351
46,8.544206619262695,0.5701292753219604
47,8.468209266662598,0.565737247467041
48,8.514379501342773,0.588329553604126
49,8.076529502868652,0.7126032710075378
50,7.717355251312256,0.6409369707107544
51,8.276433944702148,0.6360735893249512
52,8.707398414611816,0.4570081830024719
53,8.196810722351074,0.561526894569397
54,8.053740501403809,0.5418412685394287
55,8.409838676452637,0.4775830805301666
56,8.075647354125977,0.43848326802253723
57,8.361868858337402,0.4520023465156555
58,8.051107406616211,0.45942145586013794
59,7.903791904449463,0.5876936912536621
60,7.922813415527344,0.4423941373825073
61,8.150262832641602,0.42502832412719727
62,8.193917274475098,0.5435236692428589
63,8.254637718200684,0.687322735786438
64,7.512849807739258,0.6899961233139038
65,7.85067892074585,0.6443232297897339
66,7.932730197906494,0.6120545268058777
67,8.003052711486816,0.5922399759292603
68,7.969655990600586,0.5684594511985779
69,8.170361518859863,0.5320858359336853
70,7.617680549621582,0.514319121837616
71,7.521571159362793,0.5348318219184875
72,7.805832386016846,0.4588087499141693
73,7.971163272857666,0.457816481590271
74,7.55932092666626,0.43919846415519714
75,7.638244152069092,0.43100935220718384
76,7.761966228485107,0.4173503518104553
77,7.351174831390381,0.4925992786884308
78,7.51893424987793,0.4951096475124359
79,7.454326152801514,0.45027509331703186
80,7.954516410827637,0.5212383270263672
81,7.854944229125977,0.549737274646759
82,7.186173439025879,0.5260567665100098
83,7.070308685302734,0.5160163640975952
84,7.397751331329346,0.4151463508605957
85,7.63013219833374,0.40309417247772217
86,7.200260639190674,0.367759108543396
87,7.843045711517334,0.3784250020980835
88,7.465582847595215,0.29542824625968933
89,7.33699893951416,0.34459301829338074
90,7.443662643432617,0.3659782409667969
91,7.7477498054504395,0.30319082736968994
92,7.143862724304199,0.42142313718795776
93,7.409653186798096,0.3942515254020691
94,7.3238372802734375,0.4353501796722412
95,7.592354774475098,0.39105144143104553
96,7.749231338500977,0.4135439991950989
97,7.516519546508789,0.46160393953323364
98,7.0924072265625,0.42997750639915466
99,7.638515472412109,0.39169079065322876
100,7.336035251617432,0.32875674962997437
101,7.184338569641113,0.3941589593887329
102,7.14492654800415,0.3553234040737152
103,7.645168781280518,0.3520096242427826
104,7.528895378112793,0.3669440746307373
105,7.201592445373535,0.4275849461555481
106,6.831635475158691,0.3951056897640228
107,7.151508331298828,0.586504340171814
108,7.133761882781982,0.4576849341392517
109,7.435023784637451,0.4550428092479706
110,6.6667304039001465,0.46446657180786133
111,7.359259605407715,0.49589499831199646
112,7.527939796447754,0.3725755214691162
113,6.869131088256836,0.30639001727104187
114,7.2746663093566895,0.2928841710090637
115,7.382725715637207,0.23257529735565186
116,6.663828372955322,0.34227484464645386
117,7.351385116577148,0.29461947083473206
